# question: 성경이 말하는 '공의(Justice)'와 '자비(Mercy)'의 관계를 설명하는 구절들을 찾아줘.
# start: 2026-04-22T08:13:22.000651
# interval_sec: 1.0
# metrics: sm_pct=SM점유율, mem_pct=메모리컨트롤러점유율, pwr_w=현재전력, pwr_limit_w=전력한계, utilization_percent=pwr_w/pwr_limit_w*100 (주 사용률)
timestamp,gpu_index,utilization_percent,sm_pct,mem_pct,pwr_w,pwr_limit_w
2026-04-22 08:13:22.000,0,62.35,0,0,187.05,300.00
2026-04-22 08:13:22.000,1,23.55,0,0,70.64,300.00
2026-04-22 08:13:22.000,2,23.64,75,31,70.92,300.00
2026-04-22 08:13:22.000,3,8.05,0,0,24.15,300.00
2026-04-22 08:13:23.388,0,79.72,100,85,239.15,300.00
2026-04-22 08:13:23.388,1,83.85,100,86,251.54,300.00
2026-04-22 08:13:23.388,2,82.06,100,85,246.17,300.00
2026-04-22 08:13:23.388,3,80.18,100,85,240.55,300.00
2026-04-22 08:13:26.831,0,69.54,100,85,208.61,300.00
2026-04-22 08:13:26.831,1,83.30,100,85,249.89,300.00
2026-04-22 08:13:26.831,2,78.28,100,85,234.84,300.00
2026-04-22 08:13:26.831,3,80.09,100,85,240.26,300.00
# end: 2026-04-22T08:13:28.935519
# ===== SUMMARY =====
# GPU 0: util(pwr)=70.5% avg / 79.7% max, sm=66.7% avg / 100% max, mem=56.7% avg / 85% max, pwr=211.6W avg, samples=3
# GPU 1: util(pwr)=63.6% avg / 83.8% max, sm=66.7% avg / 100% max, mem=57.0% avg / 86% max, pwr=190.7W avg, samples=3
#   └ steady[1:3] (2/3): util(pwr)=83.6%, sm=100.0%, mem=85.5%, pwr=250.7W
# GPU 2: util(pwr)=61.3% avg / 82.1% max, sm=91.7% avg / 100% max, mem=67.0% avg / 85% max, pwr=184.0W avg, samples=3
#   └ steady[1:3] (2/3): util(pwr)=80.2%, sm=100.0%, mem=85.0%, pwr=240.5W
# GPU 3: util(pwr)=56.1% avg / 80.2% max, sm=66.7% avg / 100% max, mem=56.7% avg / 85% max, pwr=168.3W avg, samples=3
#   └ steady[1:3] (2/3): util(pwr)=80.1%, sm=100.0%, mem=85.0%, pwr=240.4W
# OVERALL: util(pwr)=62.9% avg / 83.8% max, sm=72.9% avg, mem=59.3% avg, total_samples=12
# STEADY (램프업/테일오프 제외, 9/12 samples): util(pwr)=77.7%, sm=88.9%, mem=75.7%
# ===> GPU 평균 사용률: 약 78% (정상 구간 전력 기반)
# ===> 메모리 평균 사용률 : 약 76%
